id,qid1,qid2,question1,question2,is_duplicate,qID_Q1,part_of_speech_counter_Q1,number_of_numbers_Q1,number_of_words_Q1,length_of_longest_word_Q1,word2vec_mean_of_question_Q1,counter_question_words_Q1,th3_biggest_tfidf_Q1,qID_Q2,part_of_speech_counter_Q2,number_of_numbers_Q2,number_of_words_Q2,length_of_longest_word_Q2,word2vec_mean_of_question_Q2,counter_question_words_Q2,th3_biggest_tfidf_Q2,diff_between_number_of_words,diff_between_number_of_numbers,diff_between_length_of_longest_word,diff_between_counter_question_words,similarity_between_word2vec_mean_of_question,sum_diff_part_of_speech_counter,number_of_common_words,number_of_common_words_without_stopwords,both_containing_parenthesis
37,75,76,"When a girlfriend asks her boyfriend ""Why did you choose me? What makes you want to be with me?"", what should one reply to her?",My girlfriend said that we should end this because she is confused about her feelings for me. I wished her well and disconnected. Should I call her and ask her if she wants to get back together?,0,75,"Counter({'PRP': 4, 'NN': 3, 'VB': 3, '.': 3, 'WRB': 2, 'VBZ': 2, 'PRP$': 2, '``': 2, 'WP': 2, 'TO': 2, 'DT': 1, 'VBD': 1, 'IN': 1, ',': 1, 'MD': 1, 'CD': 1})",0,30,10,me,4,"{'""': 9.555852607820157, 'asks': 7.902491449307038, 'reply': 8.595638629866983}",76,"Counter({'VB': 6, 'IN': 5, 'PRP': 5, 'PRP$': 4, '.': 3, 'RB': 3, 'VBD': 2, 'MD': 2, 'VBZ': 2, 'CC': 2, 'NN': 1, 'DT': 1, 'JJ': 1, 'NNS': 1, 'VBN': 1, 'TO': 1})",0,39,12,I,0,"{'confused': 8.190173521758819, 'disconnected': 8.595638629866983, 'wished': 8.595638629866983}",9,0,2,4,0.6996651291847229,23,4,1,0
38,77,78,How do we prepare for UPSC?,How do I prepare for civil service?,1,77,"Counter({'WRB': 1, 'VBP': 1, 'PRP': 1, 'VB': 1, 'IN': 1, 'NN': 1, '.': 1})",0,6,7,do,1,"{'?': 1.0007542426504639, 'prepare': 5.792278248960448, 'upsc': 8.595638629866983}",78,"Counter({'VB': 2, 'WRB': 1, 'VBP': 1, 'IN': 1, 'JJ': 1, 'NN': 1, '.': 1})",0,7,7,do,1,"{'civil': 6.5807356093247185, 'prepare': 5.792278248960448, 'service': 6.986200717432883}",1,0,0,0,1.0,2,4,2,0
39,79,80,What is the stall speed and AOA of an f-14 with wings fully swept back?,"Why did aircraft stop using variable-sweep wings, like those on an F-14?",0,79,"Counter({'NN': 3, 'DT': 2, 'IN': 2, 'RB': 2, 'WP': 1, 'VBZ': 1, 'JJ': 1, 'CC': 1, 'NNS': 1, 'VBP': 1, '.': 1})",0,17,5,the,1,"{'aoa': 8.595638629866983, 'stall': 8.595638629866983, 'swept': 8.595638629866983}",80,"Counter({'NN': 2, 'IN': 2, 'DT': 2, 'WRB': 1, 'VBD': 1, 'VB': 1, 'VBG': 1, 'JJ': 1, 'NNS': 1, ',': 1, '.': 1})",0,15,14,do,1,"{'aircraft': 8.190173521758819, 'variable-sweep': 8.595638629866983, 'wings': 8.190173521758819}",2,0,9,0,0.2768852114677429,7,1,0,0
40,81,82,Why do Slavs squat?,Will squats make my legs thicker?,0,81,"Counter({'VB': 2, 'WRB': 1, 'VBP': 1, '.': 1})",0,4,5,do,1,"{'?': 1.0007542426504639, 'slavs': 8.595638629866983, 'squat': 8.595638629866983}",82,"Counter({'VB': 2, 'MD': 1, 'PRP$': 1, 'NNS': 1, 'NN': 1, '.': 1})",0,6,7,legs,0,"{'legs': 7.902491449307038, 'squats': 8.190173521758819, 'thicker': 8.595638629866983}",2,0,2,1,0.1078280508518219,2,0,0,0
41,83,84,When can I expect my Cognizant confirmation mail?,When can I expect Cognizant confirmation mail?,0,83,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'MD': 1, 'PRP$': 1, 'JJ': 1, '.': 1})",0,8,12,THE_PRESIDENT_Yes,1,"{'cognizant': 7.902491449307038, 'confirmation': 8.190173521758819, 'mail': 7.6793478979928285}",84,"Counter({'NN': 2, 'WRB': 1, 'MD': 1, 'VB': 1, 'VBP': 1, 'JJ': 1, '.': 1})",0,7,12,tomorrow_Camardelle,1,"{'cognizant': 7.902491449307038, 'confirmation': 8.190173521758819, 'mail': 7.6793478979928285}",1,0,0,0,0.6849998235702515,2,7,6,0
42,85,86,"Can I make 50,000 a month by day trading?","Can I make 30,000 a month by day trading?",0,85,"Counter({'NN': 3, 'VB': 2, 'MD': 1, 'CD': 1, 'DT': 1, 'IN': 1, '.': 1})",0,9,7,day,0,"{'50,000': 8.595638629866983, 'month': 6.803879160638928, 'trading': 7.497026341198874}",86,"Counter({'NN': 3, 'VB': 2, 'MD': 1, 'CD': 1, 'DT': 1, 'IN': 1, '.': 1})",0,9,7,day,0,"{'30,000': 8.595638629866983, 'month': 6.803879160638928, 'trading': 7.497026341198874}",0,0,0,0,1.0,0,8,6,0
43,87,88,Is being a good kid and not being a rebel worth it in the long run?,Is being bored good for a kid?,0,87,"Counter({'NN': 4, 'DT': 3, 'VBG': 2, 'JJ': 2, 'VBZ': 1, 'CC': 1, 'RB': 1, 'PRP': 1, 'IN': 1, '.': 1})",0,16,5,just,0,"{'kid': 7.497026341198874, 'rebel': 8.595638629866983, 'worth': 7.091561233090709}",88,"Counter({'VBZ': 1, 'VBG': 1, 'VBN': 1, 'JJ': 1, 'IN': 1, 'DT': 1, 'NN': 1, '.': 1})",0,7,5,kid,0,"{'bored': 7.902491449307038, 'good': 4.526611875629173, 'kid': 7.497026341198874}",9,0,0,0,0.42747676372528076,10,4,2,0
44,89,90,What universities does Rexnord recruit new grads from? What majors are they looking for?,What universities does B&G Foods recruit new grads from? What majors are they looking for?,0,89,"Counter({'WP': 2, 'VBZ': 2, 'VB': 2, 'NNS': 2, 'IN': 2, '.': 2, 'JJ': 1, 'VBP': 1, 'PRP': 1, 'VBG': 1})",0,15,12,do,2,"{'grads': 6.986200717432883, 'recruit': 6.986200717432883, 'rexnord': 8.595638629866983}",90,"Counter({'VB': 3, 'NNS': 3, 'WP': 2, 'VBZ': 2, 'IN': 2, '.': 2, 'CC': 1, 'JJ': 1, 'VBP': 1, 'PRP': 1, 'VBG': 1})",0,18,12,By_Laurelle_Gilbert,2,"{'foods': 8.190173521758819, 'g': 7.6793478979928285, 'grads': 6.986200717432883, 'recruit': 6.986200717432883}",3,0,0,0,0.42707204818725586,2,12,9,0
45,91,92,What is the quickest way to increase Instagram followers?,How can we increase our number of Instagram followers?,0,91,"Counter({'NN': 2, 'WP': 1, 'VBZ': 1, 'DT': 1, 'JJS': 1, 'TO': 1, 'VB': 1, 'NNS': 1, '.': 1})",0,9,9,quickest,1,"{'followers': 7.3428756613716155, 'increase': 6.344346831260488, 'quickest': 8.595638629866983}",92,"Counter({'WRB': 1, 'MD': 1, 'PRP': 1, 'VB': 1, 'PRP$': 1, 'NN': 1, 'IN': 1, 'JJ': 1, 'NNS': 1, '.': 1})",0,9,9,we,1,"{'followers': 7.3428756613716155, 'increase': 6.344346831260488, 'instagram': 6.2442633727035055}",0,0,0,0,0.1635308414697647,6,3,3,0
46,93,94,How did Darth Vader fought Darth Maul in Star Wars Legends?,Does Quora have a character limit for profile descriptions?,0,93,"Counter({'NN': 4, 'WRB': 1, 'VBD': 1, 'VB': 1, 'JJ': 1, 'IN': 1, 'NNS': 1, 'VBZ': 1, '.': 1})",0,11,7,UDBKL,1,"{'darth': 15.804982898614076, 'fought': 8.595638629866983, 'vader': 8.595638629866983}",94,"Counter({'NNS': 2, 'NN': 2, 'VBZ': 1, 'VB': 1, 'DT': 1, 'IN': 1, 'JJ': 1, '.': 1})",0,9,12,descriptions,0,"{'descriptions': 8.595638629866983, 'limit': 8.595638629866983, 'profile': 7.902491449307038}",2,0,5,1,0.18682396411895752,5,0,0,0
47,95,96,"What are the stages of breaking up between couple? I mean, what happens after the breaking up emotionally whether its a male or female?","Who is affected more by a breakup, the boy or the girl?",0,95,"Counter({'IN': 4, 'NN': 4, 'DT': 3, 'VBG': 2, 'RP': 2, '.': 2, 'WDT': 1, 'VBP': 1, 'NNS': 1, 'JJ': 1, ',': 1, 'WP': 1, 'VBZ': 1, 'RB': 1, 'PRP$': 1, 'CC': 1})",0,26,11,%_#F########_9v.jsn,2,"{'breaking': 16.380347043517638, 'emotionally': 7.6793478979928285, 'stages': 8.595638629866983}",96,"Counter({'DT': 3, 'NN': 3, 'WP': 1, 'VBZ': 1, 'VBN': 1, 'JJR': 1, 'IN': 1, ',': 1, 'CC': 1, '.': 1})",0,13,8,girl,1,"{'affected': 7.497026341198874, 'boy': 7.6793478979928285, 'breakup': 8.190173521758819}",13,0,3,1,0.2824723720550537,15,3,0,0
48,97,98,What are some examples of products that can be make from crude oil?,What are some of the products made from crude oil?,1,97,"Counter({'WDT': 2, 'NNS': 2, 'IN': 2, 'NN': 2, 'VBP': 1, 'DT': 1, 'MD': 1, 'VB': 1, 'VBN': 1, '.': 1})",0,13,8,some,1,"{'crude': 8.190173521758819, 'oil': 6.890890537628558, 'products': 6.723836452965392}",98,"Counter({'DT': 2, 'IN': 2, 'WDT': 1, 'VBP': 1, 'NNS': 1, 'VBN': 1, 'JJ': 1, 'NN': 1, '.': 1})",0,10,8,oil,1,"{'crude': 8.190173521758819, 'oil': 6.890890537628558, 'products': 6.723836452965392}",3,0,0,0,0.10154633224010468,6,8,4,0
49,99,100,How do I make friends.,How to make friends ?,1,99,"Counter({'VB': 2, 'WRB': 1, 'VBP': 1, 'NNS': 1, '.': 1})",0,5,7,do,1,"{'.': 3.895158264074567, 'friends': 6.069909985558728, 'make': 4.971297696890618}",100,"Counter({'WRB': 1, 'TO': 1, 'VB': 1, 'NNS': 1, '.': 1})",0,4,7,how,1,"{'?': 1.0007542426504639, 'friends': 6.069909985558728, 'make': 4.971297696890618}",1,0,0,0,0.4155592620372772,2,2,2,0
50,101,102,Is Career Launcher good for RBI Grade B preparation?,How is career launcher online program for RBI Grade B?,1,101,"Counter({'NN': 5, 'VBZ': 1, 'RB': 1, 'JJ': 1, 'IN': 1, '.': 1})",0,9,11,BMolina_San_Francisco,0,"{'grade': 7.902491449307038, 'launcher': 8.190173521758819, 'rbi': 7.6793478979928285}",102,"Counter({'NN': 5, 'WRB': 1, 'VBZ': 1, 'RBR': 1, 'JJ': 1, 'IN': 1, '.': 1})",0,10,8,i_####.##_subds,1,"{'grade': 7.902491449307038, 'launcher': 8.190173521758819, 'rbi': 7.6793478979928285}",1,0,3,1,0.5746458172798157,1,3,2,0
51,103,104,"Will a Blu Ray play on a regular DVD player? If so, how?",How can you play a Blu Ray DVD on a regular DVD player?,1,103,"Counter({'NN': 5, 'DT': 2, 'IN': 2, '.': 2, 'MD': 1, 'JJ': 1, 'RB': 1, ',': 1, 'WRB': 1})",0,15,7,KIM_CLIJSTERS_Yeah,1,"{'blu': 8.190173521758819, 'dvd': 7.902491449307038, 'ray': 8.190173521758819}",104,"Counter({'NN': 5, 'DT': 2, 'WRB': 1, 'MD': 1, 'PRP': 1, 'VB': 1, 'IN': 1, 'JJ': 1, '.': 1})",0,13,7,dvd,1,"{'blu': 8.190173521758819, 'dvd': 15.804982898614076, 'ray': 8.190173521758819}",2,0,0,0,0.2998390197753906,4,8,6,0
52,105,106,Nd she is always sad?,Aerodynamically what happens when propellor rotates?,0,105,"Counter({'NN': 1, 'PRP': 1, 'VBZ': 1, 'RB': 1, 'JJ': 1, '.': 1})",0,5,6,sad,0,"{'?': 1.0007542426504639, 'nd': 8.595638629866983, 'sad': 7.902491449307038}",106,"Counter({'VBZ': 2, 'RB': 1, 'WP': 1, 'WRB': 1, 'NN': 1, '.': 1})",0,6,15,aerodynamically,2,"{'aerodynamically': 8.595638629866983, 'propellor': 8.595638629866983, 'rotates': 8.595638629866983}",1,0,9,2,0.05684550479054451,3,0,0,0
53,107,108,What is the best/most memorable thing you've ever eaten and why?,What is the most delicious dish you've ever eaten and why?,1,107,"Counter({'NN': 2, 'WP': 1, 'VBZ': 1, 'DT': 1, 'JJ': 1, 'PRP': 1, 'VBP': 1, 'RB': 1, 'VBN': 1, 'CC': 1, 'WRB': 1, '.': 1})",0,13,9,thing,2,"{'eaten': 7.902491449307038, 'memorable': 8.595638629866983, ""you've"": 6.516197088187147}",108,"Counter({'WP': 1, 'VBZ': 1, 'DT': 1, 'RBS': 1, 'JJ': 1, 'NN': 1, 'PRP': 1, 'VBP': 1, 'RB': 1, 'VBN': 1, 'CC': 1, 'WRB': 1, '.': 1})",0,11,9,moistest,2,"{'delicious': 8.190173521758819, 'dish': 8.190173521758819, 'eaten': 7.902491449307038}",2,0,0,0,0.29186707735061646,1,8,4,0
54,109,110,How GST affects the CAs and tax officers?,Why can't I do my homework?,0,109,"Counter({'NN': 2, 'WRB': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1, 'CC': 1, 'NNS': 1, '.': 1})",0,8,8,tax,1,"{'affects': 8.595638629866983, 'cas': 8.595638629866983, 'officers': 8.595638629866983}",110,"Counter({'VB': 2, 'WRB': 1, 'MD': 1, 'RB': 1, 'PRP$': 1, 'NN': 1, '.': 1})",0,6,8,I,1,"{'?': 1.0007542426504639, ""can't"": 6.344346831260488, 'homework': 8.595638629866983}",2,0,0,0,0.05155426263809204,6,0,0,0
55,111,112,How difficult is it get into RSI?,Do you apply for programs like RSI when you're a rising senior?,0,111,"Counter({'WRB': 1, 'JJ': 1, 'VBZ': 1, 'PRP': 1, 'VB': 1, 'IN': 1, 'NN': 1, '.': 1})",0,7,9,it,1,"{'?': 1.0007542426504639, 'difficult': 7.6793478979928285, 'rsi': 8.190173521758819}",112,"Counter({'VB': 2, 'PRP': 2, 'IN': 2, 'NNS': 1, 'NN': 1, 'WRB': 1, 'VBP': 1, 'DT': 1, 'VBG': 1, 'JJ': 1, '.': 1})",0,12,8,do,1,"{'rising': 8.190173521758819, 'rsi': 8.190173521758819, 'senior': 8.190173521758819}",5,0,1,0,0.4439483880996704,4,0,0,0
56,113,114,Who is israil friend?,Is my boyfriend lying about his true feelings for his friend and is he secretly attracted to her?,0,113,"Counter({'WP': 1, 'VBZ': 1, 'JJ': 1, 'NN': 1, '.': 1})",0,4,6,friend,1,"{'?': 1.0007542426504639, 'friend': 6.2442633727035055, 'israil': 8.595638629866983}",114,"Counter({'PRP$': 4, 'VBZ': 2, 'JJ': 2, 'IN': 2, 'VBG': 1, 'NNS': 1, 'NN': 1, 'CC': 1, 'PRP': 1, 'RB': 1, 'VBD': 1, 'TO': 1, '.': 1})",0,18,9,Dear_Harriette_My,0,"{'attracted': 7.6793478979928285, 'lying': 8.190173521758819, 'secretly': 8.190173521758819}",14,0,3,1,0.49368712306022644,3,1,0,0
57,115,116,What are some good rap songs to dance to?,What are some of the best rap songs?,0,115,"Counter({'TO': 2, 'WDT': 1, 'VBP': 1, 'DT': 1, 'JJ': 1, 'NN': 1, 'NNS': 1, 'VB': 1, '.': 1})",0,9,5,most_Clay_countians,1,"{'dance': 8.595638629866983, 'rap': 7.902491449307038, 'songs': 6.64972848081167}",116,"Counter({'DT': 2, 'WDT': 1, 'VBP': 1, 'IN': 1, 'JJS': 1, 'NN': 1, 'NNS': 1, '.': 1})",0,8,5,most_Clay_countians,1,"{'best': 3.462785703046478, 'rap': 7.902491449307038, 'songs': 6.64972848081167}",1,0,0,0,1.0,5,4,2,0
58,117,118,I was suddenly logged off Gmail. I can't remember my Gmail password and just realized the recovery email is no longer alive. What can I do?,I can't remember my Gmail password or my recovery email. How can I recover my e-mail?,1,117,"Counter({'NN': 7, 'RB': 4, '.': 3, 'VB': 3, 'VBN': 2, 'MD': 2, 'VBD': 1, 'RP': 1, 'PRP$': 1, 'CC': 1, 'DT': 1, 'VBZ': 1, 'RBR': 1, 'JJ': 1, 'WP': 1})",0,28,8,sarcasm_font,1,"{'alive': 8.595638629866983, 'gmail': 13.972401434865766, 'logged': 8.190173521758819, 'realized': 8.190173521758819}",118,"Counter({'NN': 6, 'VB': 3, 'PRP$': 3, 'MD': 2, '.': 2, 'RB': 1, 'CC': 1, 'WRB': 1})",0,17,8,my,1,"{'e-mail': 8.190173521758819, 'gmail': 6.986200717432883, 'recovery': 7.497026341198874}",11,0,0,0,0.40223079919815063,16,8,6,0
59,119,120,What are the best ways to learn French?,How do I learn french genders?,0,119,"Counter({'WDT': 1, 'VBP': 1, 'DT': 1, 'JJS': 1, 'NNS': 1, 'TO': 1, 'VB': 1, 'JJ': 1, '.': 1})",0,8,6,what,1,"{'french': 7.902491449307038, 'learn': 4.932076983737337, 'ways': 5.705266871970818}",120,"Counter({'VB': 2, 'WRB': 1, 'VBP': 1, 'JJ': 1, 'NNS': 1, '.': 1})",0,6,7,do,1,"{'french': 7.902491449307038, 'genders': 8.190173521758819, 'learn': 4.932076983737337}",2,0,1,0,0.5533013939857483,5,1,1,0
60,121,122,How do I download content from a kickass torrent without registration?,Is Kickass Torrents trustworthy?,0,121,"Counter({'NN': 5, 'IN': 2, 'WRB': 1, 'VBP': 1, 'VB': 1, 'DT': 1, '.': 1})",0,11,12,HTD_app_here,1,"{'kickass': 8.190173521758819, 'registration': 8.190173521758819, 'torrent': 7.6793478979928285}",122,"Counter({'VBZ': 1, 'JJ': 1, 'NNS': 1, 'VB': 1, '.': 1})",0,4,11,torrents,0,"{'kickass': 8.190173521758819, 'torrents': 8.595638629866983, 'trustworthy': 8.190173521758819}",7,0,1,1,0.30669647455215454,10,0,0,0
61,123,124,Is it normal to have a dark ring around the iris of my eye?,What causes a dark ring around the iris? How should it be treated?,0,123,"Counter({'NN': 3, 'JJ': 2, 'DT': 2, 'IN': 2, 'VBZ': 1, 'PRP': 1, 'TO': 1, 'VB': 1, 'PRP$': 1, '.': 1})",0,14,6,Wretched_mortals_open,0,"{'dark': 7.209344268747093, 'eye': 7.209344268747093, 'iris': 8.190173521758819, 'normal': 7.209344268747093, 'ring': 8.190173521758819}",124,"Counter({'DT': 2, 'NN': 2, '.': 2, 'WP': 1, 'VBZ': 1, 'JJ': 1, 'IN': 1, 'WRB': 1, 'MD': 1, 'PRP': 1, 'VB': 1, 'VBN': 1})",0,14,7,%_#F########_9v.jsn,2,"{'iris': 8.190173521758819, 'ring': 8.190173521758819, 'treated': 7.497026341198874}",0,0,1,2,0.6707477569580078,6,6,3,0
62,125,126,How is the new Harry Potter book 'Harry Potter and the Cursed Child'?,How bad is the new book by J.K Rowling?,1,125,"Counter({'NN': 5, 'DT': 2, 'JJ': 2, 'POS': 2, 'WRB': 1, 'VBZ': 1, 'CC': 1, '.': 1})",0,15,6,potter,1,"{""'"": 11.709597211883565, 'harry': 15.358695795985657, 'potter': 15.804982898614076}",126,"Counter({'NN': 3, 'JJ': 2, 'WRB': 1, 'VBZ': 1, 'DT': 1, 'IN': 1, '.': 1})",0,11,7,i_####.##_subds,1,"{'j': 7.902491449307038, 'k': 8.190173521758819, 'rowling': 8.595638629866983}",4,0,1,0,0.1666981279850006,6,5,3,0
63,127,128,Why do I always get depressed?,Why do I always get depressed in the evening?,0,127,"Counter({'VB': 2, 'WRB': 1, 'VBP': 1, 'RB': 1, 'VBN': 1, '.': 1})",0,6,9,do,1,"{'?': 1.0007542426504639, 'depressed': 8.190173521758819}",128,"Counter({'VB': 2, 'WRB': 1, 'VBP': 1, 'RB': 1, 'VBN': 1, 'IN': 1, 'DT': 1, 'NN': 1, '.': 1})",0,9,9,do,1,"{'?': 1.0007542426504639, 'depressed': 8.190173521758819, 'evening': 8.595638629866983}",3,0,0,0,1.0,0,5,4,0
64,129,130,Where can I find a European family office database?,Where do I find a U.S. family office database?,0,129,"Counter({'NN': 3, 'VB': 2, 'WRB': 1, 'MD': 1, 'DT': 1, 'JJ': 1, '.': 1})",0,9,8,Be_carefull,1,"{'database': 7.902491449307038, 'european': 6.890890537628558, 'office': 7.3428756613716155}",130,"Counter({'NN': 3, 'VB': 2, 'WRB': 1, 'VBP': 1, 'DT': 1, 'JJ': 1, '.': 1})",0,12,8,samantharonson_@,1,"{'.': 7.790316528149134, 'database': 7.902491449307038, 'office': 7.3428756613716155}",3,0,0,0,0.5602787733078003,1,7,6,0
65,131,132,What is Java programming? How To Learn Java Programming Language ?,How do I learn a computer language like java?,1,131,"Counter({'VBG': 2, '.': 2, 'NN': 2, 'WP': 1, 'VBZ': 1, 'JJ': 1, 'WRB': 1, 'TO': 1, 'VB': 1})",0,11,11,programming,2,"{'java': 12.911144932741426, 'language': 5.762425285810767, 'programming': 11.775176857529546}",132,"Counter({'NN': 3, 'VB': 2, 'WRB': 1, 'VBP': 1, 'DT': 1, 'IN': 1, '.': 1})",0,9,8,conjugate_verb,1,"{'computer': 5.956581300251725, 'java': 6.455572466370713, 'language': 5.762425285810767}",2,0,3,1,0.08432909846305847,9,1,1,0
66,133,134,What is the best book ever made?,What is the most important book you have ever read?,1,133,"Counter({'WP': 1, 'VBZ': 1, 'DT': 1, 'JJS': 1, 'NN': 1, 'RB': 1, 'VBN': 1, '.': 1})",0,7,4,ever,1,"{'?': 1.0007542426504639, 'best': 3.462785703046478, 'book': 5.823049907627202}",134,"Counter({'WP': 1, 'VBZ': 1, 'DT': 1, 'RBS': 1, 'JJ': 1, 'NN': 1, 'PRP': 1, 'VBP': 1, 'RB': 1, 'VBN': 1, '.': 1})",0,10,9,do,1,"{'book': 5.823049907627202, 'important': 6.110731980078983, 'read': 6.516197088187147}",3,0,5,0,0.2822621464729309,1,5,3,0
353,705,134,What are the most important books ever written?,What is the most important book you have ever read?,1,705,"Counter({'WDT': 1, 'VBP': 1, 'DT': 1, 'RBS': 1, 'JJ': 1, 'NNS': 1, 'RB': 1, 'VBN': 1, '.': 1})",0,8,9,most,1,"{'books': 6.153291594497779, 'important': 6.110731980078983, 'written': 7.497026341198874}",134,"Counter({'WP': 1, 'VBZ': 1, 'DT': 1, 'RBS': 1, 'JJ': 1, 'NN': 1, 'PRP': 1, 'VBP': 1, 'RB': 1, 'VBN': 1, '.': 1})",0,10,9,do,1,"{'book': 5.823049907627202, 'important': 6.110731980078983, 'read': 6.516197088187147}",2,0,0,0,0.1848461776971817,2,5,3,0
67,135,136,Can we ever store energy produced in lightning?,Is it possible to store the energy of lightning?,1,135,"Counter({'NN': 2, 'MD': 1, 'PRP': 1, 'RB': 1, 'VBD': 1, 'VBN': 1, 'IN': 1, '.': 1})",0,8,9,we,0,"{'lightning': 8.190173521758819, 'produced': 7.902491449307038, 'store': 7.3428756613716155}",136,"Counter({'VBZ': 1, 'PRP': 1, 'JJ': 1, 'TO': 1, 'VB': 1, 'DT': 1, 'NN': 1, 'IN': 1, 'VBG': 1, '.': 1})",0,9,9,it,0,"{'energy': 6.803879160638928, 'lightning': 8.190173521758819, 'store': 7.3428756613716155}",1,0,0,0,0.4612067937850952,5,3,3,0
68,137,138,What is your review of Performance Testing?,What is performance testing?,0,137,"Counter({'NN': 3, 'WP': 1, 'VBZ': 1, 'PRP$': 1, 'IN': 1, '.': 1})",0,7,11,testing,1,"{'performance': 8.190173521758819, 'review': 6.455572466370713, 'testing': 7.902491449307038}",138,"Counter({'WP': 1, 'VBZ': 1, 'NN': 1, 'VBG': 1, '.': 1})",0,4,11,testing,1,"{'?': 1.0007542426504639, 'performance': 8.190173521758819, 'testing': 7.902491449307038}",3,0,0,0,1.0,4,2,1,0
69,139,140,At what cost does so much privacy as in Germany come? What else is lost to gain so much privacy?,Are there any people who genuinely enjoy salad with no dressing?,0,139,"Counter({'NN': 4, 'IN': 3, 'RB': 3, 'WP': 2, 'VBZ': 2, 'JJ': 2, 'VB': 2, '.': 2, 'VBN': 1, 'TO': 1})",0,21,7,do,2,"{'gain': 6.986200717432883, 'germany': 6.986200717432883, 'lost': 7.6793478979928285, 'privacy': 17.191277259733965}",140,"Counter({'VBP': 2, 'DT': 2, 'EX': 1, 'NNS': 1, 'WP': 1, 'RB': 1, 'JJ': 1, 'IN': 1, 'NN': 1, '.': 1})",0,11,9,%_#F########_9v.jsn,1,"{'dressing': 7.902491449307038, 'enjoy': 7.902491449307038, 'genuinely': 8.595638629866983, 'salad': 8.595638629866983}",10,0,2,1,0.4632280170917511,16,0,0,0
70,141,142,What are the types of immunity?,What are the different types of immunity in our body?,0,141,"Counter({'WDT': 1, 'VBP': 1, 'DT': 1, 'NNS': 1, 'IN': 1, 'NN': 1, '.': 1})",0,6,8,immunity,1,"{'?': 1.0007542426504639, 'immunity': 8.190173521758819, 'types': 7.3428756613716155}",142,"Counter({'IN': 2, 'NN': 2, 'WDT': 1, 'VBP': 1, 'DT': 1, 'JJ': 1, 'NNS': 1, 'PRP$': 1, '.': 1})",0,10,9,all,1,"{'body': 6.890890537628558, 'immunity': 8.190173521758819, 'types': 7.3428756613716155}",4,0,1,0,0.11838746070861816,2,5,2,0
71,143,144,What is a narcissistic personality disorder?,What is narcissistic personality disorder?,1,143,"Counter({'NN': 2, 'WP': 1, 'VBZ': 1, 'DT': 1, 'JJ': 1, '.': 1})",0,6,12,narcissistic,1,"{'disorder': 7.902491449307038, 'narcissistic': 8.190173521758819, 'personality': 8.190173521758819}",144,"Counter({'NN': 2, 'WP': 1, 'VBZ': 1, 'JJ': 1, '.': 1})",0,5,12,narcissistic,1,"{'disorder': 7.902491449307038, 'narcissistic': 8.190173521758819, 'personality': 8.190173521758819}",1,0,0,0,1.0,1,5,4,0
72,145,146,How I can speak English fluently?,How can I learn to speak English fluently?,1,145,"Counter({'VB': 2, 'WRB': 1, 'NN': 1, 'MD': 1, 'RB': 1, '.': 1})",0,6,8,english,1,"{'english': 5.625224164297282, 'fluently': 7.6793478979928285, 'speak': 6.986200717432883}",146,"Counter({'VB': 2, 'WRB': 1, 'MD': 1, 'NN': 1, 'TO': 1, 'JJ': 1, 'RB': 1, '.': 1})",0,8,8,english,1,"{'english': 5.625224164297282, 'fluently': 7.6793478979928285, 'speak': 6.986200717432883}",2,0,0,0,1.0,0,6,5,0
73,147,148,How helpful is QuickBooks' auto data recovery support phone number to recover your corrupted data files?,What is the quickbooks customer support phone number USA?,1,147,"Counter({'NN': 6, 'JJ': 2, 'NNS': 2, 'WRB': 1, 'VBZ': 1, ""''"": 1, 'TO': 1, 'VB': 1, 'PRP$': 1, 'VBN': 1, '.': 1})",0,17,10,DBX_files,1,"{'corrupted': 8.595638629866983, 'data': 13.032394176374295, 'helpful': 8.595638629866983}",148,"Counter({'NN': 5, 'WP': 1, 'VBZ': 1, 'DT': 1, 'JJ': 1, '.': 1})",0,9,10,quickbooks,1,"{'customer': 8.190173521758819, 'quickbooks': 8.190173521758819, 'support': 6.723836452965392}",8,0,0,0,0.20808961987495422,10,4,3,0
74,149,150,Who is the richest gambler of all time and how can I reach his level?,Who is the richest gambler of all time and how can I reach his level as a gambler?,1,149,"Counter({'NN': 3, 'DT': 2, 'VB': 2, 'WP': 1, 'VBZ': 1, 'JJS': 1, 'IN': 1, 'CC': 1, 'WRB': 1, 'MD': 1, 'PRP$': 1, '.': 1})",0,15,7,pioneer_LaLanne,2,"{'gambler': 8.190173521758819, 'reach': 7.6793478979928285, 'richest': 8.190173521758819}",150,"Counter({'NN': 4, 'DT': 3, 'IN': 2, 'VB': 2, 'WP': 1, 'VBZ': 1, 'JJS': 1, 'CC': 1, 'WRB': 1, 'MD': 1, 'PRP$': 1, '.': 1})",0,18,7,gambler,2,"{'gambler': 16.380347043517638, 'reach': 7.6793478979928285, 'richest': 8.190173521758819}",3,0,0,0,0.22510604560375214,3,14,6,0
